"Year","PCryonics","KarmaScore","CryonicsStatus","Sequences","TimeonLW","Meetups","LessWrongUse","HPMOR"
2012,0.05,69,"No - still considering it",NA,60,FALSE,"I've posted in Main","Yes, all of it"
2012,0.2,NA,"No - and do not want to sign up for cryonics",NA,1,FALSE,"I lurk but never registered an account","No"
2012,0.9,75,"No - would like to sign up but haven't gotten around to it",75,30,FALSE,"I've posted in Discussion but not Main",NA
2012,0.01,130,"No - still considering it",75,20,FALSE,"I've posted a comment but never a top-level post","Started it but haven't finished"
2012,0.05,0,"No - still considering it",25,2,FALSE,"I lurk but never registered an account","Yes, all of it"
2012,0.05,0,"No - and do not want to sign up for cryonics",NA,5,FALSE,"I lurk but never registered an account","No"
2012,0.15,0,"No - still considering it",75,25,FALSE,"I lurk but never registered an account","Yes, all of it"
2012,0.05,NA,"No - would like to sign up but haven't gotten around to it",75,15,TRUE,"I've posted a comment but never a top-level post","Started it but haven't finished"
2012,1e-04,NA,"No - and do not want to sign up for cryonics",NA,5,FALSE,"I lurk but never registered an account","No"
2012,NA,NA,"No - would like to sign up but haven't gotten around to it",NA,2,FALSE,"I've posted a comment but never a top-level post","No"
2012,0,0,"No - and do not want to sign up for cryonics",NA,0.03,FALSE,"I lurk but never registered an account",NA
2012,0.05,NA,"No - still considering it",NA,15,FALSE,"I've posted a comment but never a top-level post","Yes, all of it"
2012,0.01,0,"No - and do not want to sign up for cryonics",NA,5,TRUE,"I lurk but never registered an account","Yes, all of it"
2012,0.2,0,"No - would like to sign up but haven't gotten around to it",25,100,FALSE,"I lurk but never registered an account","Started it but haven't finished"
2012,0.05,0,"No - still considering it",NA,5,FALSE,"I've posted a comment but never a top-level post","Yes, all of it"
2012,0.05,0,"No - still considering it",25,2,FALSE,"I lurk but never registered an account","Yes, all of it"
2012,NA,0,"No - would like to sign up but haven't gotten around to it",75,15,FALSE,"I lurk but never registered an account","Yes, all of it"
2012,0.025,0,"No - still considering it",25,60,FALSE,"I've registered an account but never posted","Yes, all of it"
2012,0.1,NA,"No - would like to sign up but unavailable in my area",NA,20,TRUE,"I've posted in Discussion but not Main",NA
2012,0.02,6,"No - still considering it",50,10,FALSE,"I've posted a comment but never a top-level post",NA
2012,0.05,0,"No - still considering it",NA,10,FALSE,"I lurk but never registered an account","Started it but haven't finished"
2012,0.1,4,"No - would like to sign up but haven't gotten around to it",NA,5,TRUE,"I've posted a comment but never a top-level post","Yes, all of it"
2012,0.4,0,"No - still considering it",50,40,FALSE,"I've posted a comment but never a top-level post","Started it but haven't finished"
2012,0.2,NA,"No - would like to sign up but haven't gotten around to it",25,5,FALSE,"I lurk but never registered an account","Started it but haven't finished"
2012,0.4,0,"No - still considering it",25,20,FALSE,"I lurk but never registered an account","Started it but haven't finished"
2012,0.2,0,"No - still considering it",25,NA,FALSE,"I lurk but never registered an account","Yes, all of it"
2012,0.05,0,"Never thought about it / don't understand",50,20,FALSE,"I've registered an account but never posted","Started it but haven't finished"
2012,0.85,0,"No - still considering it",75,6,FALSE,"I lurk but never registered an account","No"
2012,0.3,57,"No - would like to sign up but haven't gotten around to it",NA,20,FALSE,"I've posted a comment but never a top-level post","Started it but haven't finished"
2012,0.39,0,"No - and do not want to sign up for cryonics",NA,15,FALSE,"I lurk but never registered an account","No"
2012,0.05,0,"No - still considering it",NA,0,FALSE,"I lurk but never registered an account","Started it but haven't finished"
2012,0.05,28,"No - would like to sign up but haven't gotten around to it",25,15,TRUE,"I've posted a comment but never a top-level post","Yes, all of it"
2012,0.98,NA,"No - would like to sign up but haven't gotten around to it",75,4,FALSE,"I lurk but never registered an account","No"
2012,0.2,100,"No - would like to sign up but haven't gotten around to it",75,60,FALSE,"I've posted a comment but never a top-level post","No"
2012,0.5,4,"No - still considering it",25,30,TRUE,"I've posted in Discussion but not Main","Yes, all of it"
2012,9e-07,0,"No - and do not want to sign up for cryonics",25,1,FALSE,"I've posted a comment but never a top-level post","Yes, all of it"
2012,0.1,0,"No - and do not want to sign up for cryonics",NA,1,TRUE,"I lurk but never registered an account","Yes, all of it"
2012,0.01,0,"No - and do not want to sign up for cryonics",25,5,FALSE,"I lurk but never registered an account","Started it but haven't finished"
2012,0.02,0,"No - still considering it",25,8,TRUE,"I've registered an account but never posted","Yes, all of it"
2012,0.1,0,"No - still considering it",NA,2,FALSE,"I lurk but never registered an account","Yes, all of it"
2012,0.2,NA,"Never thought about it / don't understand",NA,NA,FALSE,"I lurk but never registered an account","Yes, all of it"
2012,0,214,"No - and do not want to sign up for cryonics",25,71,FALSE,"I've posted a comment but never a top-level post","Yes, all of it"
2012,0.05,0,"No - would like to sign up but unavailable in my area",75,NA,FALSE,"I lurk but never registered an account","Yes, all of it"
2012,0.1,0,"No - still considering it",25,1,FALSE,"I lurk but never registered an account","No"
2012,0.5,6,"Yes - signed up or just finishing up paperwork",25,0,TRUE,"I've posted a comment but never a top-level post","Yes, all of it"
2012,0.05,0,"No - and do not want to sign up for cryonics",25,5,FALSE,"I lurk but never registered an account","Started it but haven't finished"
2012,0.05,300,"Yes - signed up or just finishing up paperwork",75,5,FALSE,"I've posted in Discussion but not Main","Yes, all of it"
2012,0.15,20,"No - still considering it",NA,14,TRUE,"I've posted a comment but never a top-level post","Yes, all of it"
2012,1,100,"No - would like to sign up but haven't gotten around to it",75,10,FALSE,"I've posted in Discussion but not Main","Yes, all of it"
2012,0.5,0,"No - would like to sign up but unavailable in my area",NA,5,FALSE,"I lurk but never registered an account","Started it but haven't finished"
2012,0.3,26,"Yes - signed up or just finishing up paperwork",25,0,TRUE,"I've posted a comment but never a top-level post","Yes, all of it"
2012,0.05,0,"No - and do not want to sign up for cryonics",NA,1,FALSE,"I lurk but never registered an account","No"
2012,0.85,0,"No - still considering it",NA,10,FALSE,"I lurk but never registered an account","Yes, all of it"
2012,0.05,0,"No - still considering it",75,3,FALSE,"I lurk but never registered an account","Yes, all of it"
2012,0.03,0,"Never thought about it / don't understand",25,5,FALSE,"I lurk but never registered an account","Started it but haven't finished"
2012,0.1,0,"No - still considering it",75,10,FALSE,"I lurk but never registered an account","Yes, all of it"
2012,0.05,0,"No - still considering it",25,17,FALSE,"I've posted a comment but never a top-level post","Started it but haven't finished"
2012,2e-05,NA,"No - and do not want to sign up for cryonics",25,NA,FALSE,"I've posted a comment but never a top-level post","No"
2012,0.1,271,"No - would like to sign up but unavailable in my area",NA,60,FALSE,"I've posted a comment but never a top-level post","Yes, all of it"
2012,0,0,"No - still considering it",75,15,TRUE,"I lurk but never registered an account",NA
2012,0.05,0,"No - still considering it",25,3,TRUE,"I lurk but never registered an account","Yes, all of it"
2012,0.2,0,"No - still considering it",25,5,FALSE,"I lurk but never registered an account","Yes, all of it"
2012,0,0,"No - and do not want to sign up for cryonics",25,5,FALSE,"I lurk but never registered an account","Yes, all of it"
2012,0.03,0,"No - and do not want to sign up for cryonics",NA,10,FALSE,"I lurk but never registered an account","No"
2012,0.001,0,"No - still considering it",25,30,FALSE,"I lurk but never registered an account","Yes, all of it"
2012,0.05,0,"No - would like to sign up but unavailable in my area",NA,20,FALSE,"I've registered an account but never posted","Yes, all of it"
2012,0,0,"No - and do not want to sign up for cryonics",NA,1,FALSE,"I lurk but never registered an account","Yes, all of it"
2012,0.1,0,"No - still considering it",25,NA,FALSE,"I lurk but never registered an account","Yes, all of it"
2012,0.01,0,"No - still considering it",NA,30,FALSE,"I lurk but never registered an account","No"
2012,0.28,0,"Never thought about it / don't understand",25,20,FALSE,"I've registered an account but never posted","No"
2012,0.6,NA,"No - and do not want to sign up for cryonics",50,10,FALSE,"I lurk but never registered an account","Yes, all of it"
2012,0.1,1600,"No - would like to sign up but haven't gotten around to it",NA,20,TRUE,"I've posted in Main","Yes, all of it"
2012,0.08,39,"No - would like to sign up but unavailable in my area",NA,20,TRUE,"I've posted in Discussion but not Main","Started it but haven't finished"
2012,0.5,137,"No - would like to sign up but haven't gotten around to it",75,20,FALSE,"I've posted a comment but never a top-level post","Yes, all of it"
2012,0,0,"No - still considering it",25,2,FALSE,"I lurk but never registered an account","Yes, all of it"
2012,0.8,NA,"No - would like to sign up but haven't gotten around to it",25,2,TRUE,"I lurk but never registered an account","Started it but haven't finished"
2012,0.05,2,"No - would like to sign up but haven't gotten around to it",50,0.5,FALSE,"I've posted a comment but never a top-level post","Yes, all of it"
2012,0.1,0,"No - would like to sign up but haven't gotten around to it",NA,NA,FALSE,"I've posted a comment but never a top-level post","Yes, all of it"
2012,NA,0,"No - still considering it",75,10,TRUE,"I lurk but never registered an account","Yes, all of it"
2012,0.05,NA,"No - would like to sign up but unavailable in my area",50,40,TRUE,"I've posted a comment but never a top-level post","Yes, all of it"
2012,0.03,0,"No - still considering it",NA,10,FALSE,"I lurk but never registered an account","No"
2012,NA,0,"No - still considering it",NA,15,FALSE,"I've posted a comment but never a top-level post","Started it but haven't finished"
2012,0.8,0,"No - would like to sign up but unavailable in my area",25,30,FALSE,"I've registered an account but never posted","Yes, all of it"
2012,0.08,0,"No - still considering it",NA,10,FALSE,"I've registered an account but never posted","No"
2012,0.1,0,"No - would like to sign up but haven't gotten around to it",NA,30,FALSE,"I've registered an account but never posted","Yes, all of it"
2012,0.25,0,"No - would like to sign up but unavailable in my area",NA,10,FALSE,"I lurk but never registered an account","Yes, all of it"
2012,0.05,0,"No - and do not want to sign up for cryonics",25,20,TRUE,"I lurk but never registered an account","Yes, all of it"
2012,0.7,15,"No - would like to sign up but haven't gotten around to it",75,15,TRUE,"I've posted a comment but never a top-level post","Yes, all of it"
2012,0.1,14,"No - still considering it",25,30,TRUE,"I've posted a comment but never a top-level post","Yes, all of it"
2012,0.7,5,"No - would like to sign up but haven't gotten around to it",NA,60,FALSE,"I've posted a comment but never a top-level post","Yes, all of it"
2012,0.03,0,"No - still considering it",NA,5,FALSE,"I lurk but never registered an account","No"
2012,0.2,NA,"No - would like to sign up but haven't gotten around to it",75,5,FALSE,"I've posted a comment but never a top-level post","Yes, all of it"
2012,0.01,0,"No - still considering it",50,5,FALSE,"I've posted in Discussion but not Main","No"
2012,0,0,"No - and do not want to sign up for cryonics",NA,1,FALSE,"I lurk but never registered an account","Yes, all of it"
2012,0.1,0,"No - still considering it",25,2,FALSE,"I've registered an account but never posted","Started it but haven't finished"
2012,0.5,0,"No - still considering it",25,1,TRUE,"I lurk but never registered an account","No"
2012,0.12,0,"No - still considering it",25,5,TRUE,"I've registered an account but never posted","No"
2012,0.05,0,"Never thought about it / don't understand",NA,0,FALSE,"I lurk but never registered an account","Yes, all of it"
2012,0.005,9,"No - would like to sign up but haven't gotten around to it",75,10,FALSE,"I've posted a comment but never a top-level post","Yes, all of it"
2012,0.15,7,"No - still considering it",25,15,TRUE,"I've posted a comment but never a top-level post","Started it but haven't finished"
2012,0.7,35,"No - would like to sign up but haven't gotten around to it",75,20,FALSE,"I've posted a comment but never a top-level post","Yes, all of it"
2012,1,0,"No - still considering it",50,40,FALSE,"I lurk but never registered an account","No"
2012,0.3,0,"No - still considering it",75,30,FALSE,"I lurk but never registered an account","Yes, all of it"
2012,NA,0,"No - still considering it",25,1,FALSE,"I've registered an account but never posted","Yes, all of it"
2012,0.05,792,"No - and do not want to sign up for cryonics",NA,35,FALSE,"I've posted in Discussion but not Main","Yes, all of it"
2012,0,0,"No - and do not want to sign up for cryonics",25,3,FALSE,"I've posted a comment but never a top-level post","No"
2012,0.25,0,"Never thought about it / don't understand",25,75,FALSE,"I lurk but never registered an account","Yes, all of it"
2012,0.2,0,"No - and do not want to sign up for cryonics",NA,0,FALSE,"I lurk but never registered an account","No"
2012,0.03,2,"No - still considering it",NA,20,FALSE,"I've posted a comment but never a top-level post","Yes, all of it"
2012,0.99,0,"No - would like to sign up but haven't gotten around to it",25,2,FALSE,"I've registered an account but never posted","Yes, all of it"
2012,0.96,0,"No - would like to sign up but unavailable in my area",25,20,FALSE,"I lurk but never registered an account","Yes, all of it"
2012,0.2,NA,"No - still considering it",NA,5,FALSE,"I've posted a comment but never a top-level post","Yes, all of it"
2012,0.5,0,"No - still considering it",75,60,TRUE,"I lurk but never registered an account","Yes, all of it"
2012,0.005,0,"No - still considering it",25,5,FALSE,"I lurk but never registered an account","No"
2012,0.1,750,"No - would like to sign up but haven't gotten around to it",75,3,FALSE,"I've posted in Discussion but not Main","Yes, all of it"
2012,0.1,0,"No - and do not want to sign up for cryonics",25,15,TRUE,"I've registered an account but never posted","Started it but haven't finished"
2012,0,0,"No - and do not want to sign up for cryonics",NA,0,FALSE,"I lurk but never registered an account","No"
2012,0.02,NA,"No - would like to sign up but unavailable in my area",25,2,FALSE,"I lurk but never registered an account","Started it but haven't finished"
2012,0.3,0,"No - and do not want to sign up for cryonics",25,2,FALSE,"I've registered an account but never posted","No"
2012,0.15,0,"No - still considering it",25,5,FALSE,"I lurk but never registered an account","Yes, all of it"
2012,0.1,100,"No - still considering it",NA,5,TRUE,"I've posted a comment but never a top-level post","Yes, all of it"
2012,0.01,100,"No - still considering it",25,3,TRUE,"I've posted a comment but never a top-level post","Started it but haven't finished"
2012,0.25,0,"No - still considering it",50,10,FALSE,"I lurk but never registered an account","Yes, all of it"
2012,0.005,700,"No - and do not want to sign up for cryonics",25,60,FALSE,"I've posted in Discussion but not Main","No"
2012,0.05,0,"No - and do not want to sign up for cryonics",25,15,FALSE,"I've registered an account but never posted","Started it but haven't finished"
2012,0.5,0,"No - still considering it",25,90,FALSE,"I've registered an account but never posted","Yes, all of it"
2012,0.01,0,"No - and do not want to sign up for cryonics",NA,NA,FALSE,"I lurk but never registered an account","No"
2012,0.01,0,"No - and do not want to sign up for cryonics",NA,0,FALSE,"I lurk but never registered an account","Yes, all of it"
2012,0.7,21,"No - would like to sign up but haven't gotten around to it",NA,130,TRUE,"I've posted a comment but never a top-level post","Yes, all of it"
2012,0.01,0,NA,25,5,FALSE,"I lurk but never registered an account","Started it but haven't finished"
2012,0.6,160,"No - still considering it",NA,30,TRUE,"I've posted a comment but never a top-level post","Yes, all of it"
2012,0.05,700,"No - would like to sign up but haven't gotten around to it",75,60,TRUE,"I've posted a comment but never a top-level post","Yes, all of it"
2012,0.5,0,"No - and do not want to sign up for cryonics",NA,NA,FALSE,"I lurk but never registered an account","No"
2012,0.1,19,"No - still considering it",50,30,FALSE,"I've registered an account but never posted","Yes, all of it"
2012,0.05,0,"Never thought about it / don't understand",25,60,FALSE,"I lurk but never registered an account","No"
2012,0.01,100,"No - and do not want to sign up for cryonics",75,60,TRUE,"I've posted a comment but never a top-level post","Yes, all of it"
2012,0.1,35,"Yes - signed up or just finishing up paperwork",75,10,TRUE,"I've posted a comment but never a top-level post","Yes, all of it"
2012,NA,10,"Never thought about it / don't understand",75,20,FALSE,"I've posted a comment but never a top-level post","Yes, all of it"
2012,0.05,NA,"No - would like to sign up but haven't gotten around to it",75,10,FALSE,"I've posted in Main","Started it but haven't finished"
2012,0,0,"No - still considering it",NA,NA,FALSE,"I lurk but never registered an account","No"
2012,0.5,NA,"No - still considering it",NA,5,FALSE,"I lurk but never registered an account","No"
2012,0.54,0,"No - and do not want to sign up for cryonics",NA,5,FALSE,"I lurk but never registered an account","Yes, all of it"
2012,1,0,"No - would like to sign up but haven't gotten around to it",25,60,FALSE,"I've registered an account but never posted","Yes, all of it"
2012,0.9,0,"No - would like to sign up but haven't gotten around to it",25,5,TRUE,"I lurk but never registered an account","No"
2012,NA,0,"No - still considering it",NA,10,TRUE,"I lurk but never registered an account","Yes, all of it"
2012,0.1,0,"No - and do not want to sign up for cryonics",NA,30,FALSE,"I lurk but never registered an account","No"
2012,0.02,200,"No - would like to sign up but haven't gotten around to it",75,60,FALSE,"I've posted in Discussion but not Main","Yes, all of it"
2012,0.02,1000,"No - and do not want to sign up for cryonics",25,NA,FALSE,"I've posted in Main","Yes, all of it"
2012,0,0,"No - still considering it",50,60,FALSE,"I've posted a comment but never a top-level post","Yes, all of it"
2012,0.73,0,"No - would like to sign up but haven't gotten around to it",25,2,FALSE,"I lurk but never registered an account","Yes, all of it"
2012,0.25,NA,"Never thought about it / don't understand",NA,0,FALSE,"I lurk but never registered an account","No"
2012,0.07,NA,"No - and do not want to sign up for cryonics",25,5,FALSE,"I've posted a comment but never a top-level post","No"
2012,0.05,11,"Yes - signed up or just finishing up paperwork",NA,15,FALSE,"I've posted a comment but never a top-level post","Yes, all of it"
2012,0.05,0,"No - and do not want to sign up for cryonics",25,20,FALSE,"I lurk but never registered an account","Yes, all of it"
2012,0.05,0,"No - and do not want to sign up for cryonics",NA,4,FALSE,"I lurk but never registered an account","Yes, all of it"
2012,0.08,0,"No - still considering it",25,NA,FALSE,"I've registered an account but never posted","Yes, all of it"
2012,0.02,NA,"No - would like to sign up but haven't gotten around to it",75,30,FALSE,"I've posted a comment but never a top-level post","Yes, all of it"
2012,0.15,NA,"No - would like to sign up but haven't gotten around to it",75,10,TRUE,"I've posted in Main",NA
2012,0.1,0,"No - would like to sign up but haven't gotten around to it",75,15,FALSE,"I lurk but never registered an account","Yes, all of it"
2012,0.11,0,"No - still considering it",NA,30,FALSE,"I lurk but never registered an account","Yes, all of it"
2012,0,0,"No - and do not want to sign up for cryonics",25,5,FALSE,"I lurk but never registered an account","No"
2012,NA,8,"No - still considering it",25,3,FALSE,"I've posted a comment but never a top-level post","Yes, all of it"
2012,0.05,10,"No - and do not want to sign up for cryonics",25,20,FALSE,"I've posted a comment but never a top-level post","No"
2012,0.2,0,"No - would like to sign up but unavailable in my area",25,NA,FALSE,"I lurk but never registered an account","Yes, all of it"
2012,0.01,0,"No - still considering it",25,10,TRUE,"I lurk but never registered an account","Started it but haven't finished"
2012,0.1,0,"No - would like to sign up but haven't gotten around to it",25,5,FALSE,"I've registered an account but never posted","No"
2012,0.04,0,"No - still considering it",25,15,FALSE,"I've registered an account but never posted","Yes, all of it"
2012,0.25,NA,"No - would like to sign up but haven't gotten around to it",NA,0.07,FALSE,"I lurk but never registered an account","No"
2012,0.15,0,"No - still considering it",25,75,FALSE,"I lurk but never registered an account","Yes, all of it"
2012,0.5,0,"No - and do not want to sign up for cryonics",NA,10,FALSE,"I lurk but never registered an account","No"
2012,0.33,44,"No - still considering it",50,100,TRUE,"I've posted in Discussion but not Main","Yes, all of it"
2012,0.4,10,"No - and do not want to sign up for cryonics",75,15,FALSE,"I've posted in Discussion but not Main","Yes, all of it"
2012,0.35,0,"Yes - signed up or just finishing up paperwork",NA,60,FALSE,"I lurk but never registered an account","Yes, all of it"
2012,0.95,18,"No - would like to sign up but unavailable in my area",NA,30,FALSE,"I've posted a comment but never a top-level post","Yes, all of it"
2012,0.35,0,"No - still considering it",25,15,TRUE,"I've registered an account but never posted","Started it but haven't finished"
2012,0.1,5,"No - still considering it",50,15,FALSE,"I've posted a comment but never a top-level post","Yes, all of it"
2012,0.1,0,"No - still considering it",50,5,TRUE,"I lurk but never registered an account","Yes, all of it"
2012,0.1,0,"No - still considering it",75,60,FALSE,"I lurk but never registered an account","Yes, all of it"
2012,0.01,0,"No - still considering it",NA,60,FALSE,"I lurk but never registered an account","No"
2012,0.001,0,"No - still considering it",25,40,FALSE,"I lurk but never registered an account","Yes, all of it"
2012,0.1,0,"No - would like to sign up but haven't gotten around to it",25,0,FALSE,"I lurk but never registered an account","Yes, all of it"
2012,0,3,"No - and do not want to sign up for cryonics",25,15,FALSE,"I've posted in Discussion but not Main","No"
2012,0,0,"No - still considering it",25,30,FALSE,"I lurk but never registered an account","Yes, all of it"
2012,0,500,"No - and do not want to sign up for cryonics",NA,15,FALSE,"I've posted in Main","Yes, all of it"
2012,0.02,30,"No - and do not want to sign up for cryonics",NA,10,FALSE,"I've posted a comment but never a top-level post",NA
2012,0.01,0,"No - and do not want to sign up for cryonics",25,NA,FALSE,"I lurk but never registered an account","Yes, all of it"
2012,0.99,162,"No - and do not want to sign up for cryonics",25,45,FALSE,"I've posted a comment but never a top-level post","Yes, all of it"
2012,0.05,0,"No - and do not want to sign up for cryonics",25,5,FALSE,"I lurk but never registered an account","Yes, all of it"
2012,0.05,0,"No - and do not want to sign up for cryonics",NA,2,FALSE,"I lurk but never registered an account","Yes, all of it"
2012,0.1,0,"Never thought about it / don't understand",25,0,FALSE,"I lurk but never registered an account","No"
2012,1e-04,0,"No - and do not want to sign up for cryonics",25,5,TRUE,"I've registered an account but never posted","Yes, all of it"
2012,0.01,0,"No - and do not want to sign up for cryonics",25,2,FALSE,"I lurk but never registered an account","Yes, all of it"
2012,0,0,"No - and do not want to sign up for cryonics",25,5,FALSE,"I lurk but never registered an account","No"
2012,0,0,"Never thought about it / don't understand",NA,5,FALSE,"I lurk but never registered an account","No"
2012,0.1,0,"No - and do not want to sign up for cryonics",25,20,TRUE,"I lurk but never registered an account","No"
2012,0.8,0,"No - still considering it",NA,20,FALSE,"I lurk but never registered an account","Started it but haven't finished"
2012,0.6,0,"No - would like to sign up but haven't gotten around to it",NA,10,FALSE,"I've registered an account but never posted","Yes, all of it"
2012,0.15,1,"No - still considering it",25,20,FALSE,"I've posted a comment but never a top-level post","Yes, all of it"
2012,0.1,20,"No - still considering it",NA,5,TRUE,"I've posted a comment but never a top-level post","Yes, all of it"
2012,0.001,0,"No - and do not want to sign up for cryonics",25,0,FALSE,"I lurk but never registered an account","Yes, all of it"
2012,0.01,0,"No - still considering it",25,1,TRUE,"I lurk but never registered an account","Yes, all of it"
2012,0.25,8,"No - would like to sign up but unavailable in my area",50,20,FALSE,"I've posted a comment but never a top-level post","Yes, all of it"
2012,0.05,5,"No - still considering it",75,2,FALSE,"I've posted a comment but never a top-level post","No"
2012,0.04,0,"No - still considering it",25,30,FALSE,"I've registered an account but never posted","No"
2012,0.25,46,"No - would like to sign up but unavailable in my area",75,150,FALSE,"I've posted a comment but never a top-level post","Yes, all of it"
2012,0.1,10,"No - would like to sign up but unavailable in my area",NA,20,FALSE,"I've posted a comment but never a top-level post","Yes, all of it"
2012,0.2,0,"No - would like to sign up but unavailable in my area",NA,60,FALSE,"I lurk but never registered an account","Yes, all of it"
2012,1e-05,0,"No - still considering it",NA,10,FALSE,"I've posted a comment but never a top-level post","Yes, all of it"
2012,0.05,0,"No - would like to sign up but haven't gotten around to it",25,10,FALSE,"I lurk but never registered an account","Yes, all of it"
2012,0.1,NA,"No - would like to sign up but unavailable in my area",50,30,TRUE,"I lurk but never registered an account","Yes, all of it"
2012,0.1,0,"No - still considering it",NA,10,FALSE,"I lurk but never registered an account","Yes, all of it"
2012,0.01,0,"No - and do not want to sign up for cryonics",NA,1,TRUE,"I lurk but never registered an account","Yes, all of it"
2012,0.05,1800,"No - and do not want to sign up for cryonics",NA,20,TRUE,"I've posted in Main","Yes, all of it"
2012,0.1,21,"No - still considering it",50,25,FALSE,"I've posted a comment but never a top-level post","Yes, all of it"
2012,0.33,62,"No - would like to sign up but unavailable in my area",50,90,FALSE,"I've posted in Discussion but not Main","Yes, all of it"
2012,0.4,0,"No - still considering it",75,20,FALSE,"I lurk but never registered an account","Yes, all of it"
2012,0.05,100,"No - would like to sign up but unavailable in my area",25,20,FALSE,"I've posted a comment but never a top-level post","No"
2012,0.2,450,"No - and do not want to sign up for cryonics",50,5,FALSE,"I've posted a comment but never a top-level post",NA
2012,0.15,0,"No - would like to sign up but unavailable in my area",75,15,FALSE,"I've posted a comment but never a top-level post","Yes, all of it"
2012,0.25,0,"No - still considering it",NA,0,FALSE,"I lurk but never registered an account","Yes, all of it"
2012,0.05,30,"No - still considering it",NA,1,FALSE,"I've posted a comment but never a top-level post","Yes, all of it"
2012,0.3,7,"No - still considering it",25,30,FALSE,"I've posted a comment but never a top-level post","Yes, all of it"
2012,0.15,0,"No - would like to sign up but haven't gotten around to it",50,3,TRUE,"I lurk but never registered an account","No"
2012,0.25,0,"No - would like to sign up but haven't gotten around to it",25,15,FALSE,"I lurk but never registered an account","Yes, all of it"
2012,0.15,0,"No - still considering it",25,20,FALSE,"I've registered an account but never posted","Started it but haven't finished"
2012,1e-05,0,"No - and do not want to sign up for cryonics",25,0.1,FALSE,"I lurk but never registered an account","No"
2012,0.05,1000,"No - would like to sign up but unavailable in my area",75,15,FALSE,"I've posted in Main","Yes, all of it"
2012,0.25,0,"No - would like to sign up but unavailable in my area",25,10,FALSE,"I've posted in Discussion but not Main","Started it but haven't finished"
2012,NA,0,"No - still considering it",25,30,FALSE,"I lurk but never registered an account","Yes, all of it"
2012,0.1,NA,"No - still considering it",25,15,FALSE,"I've posted a comment but never a top-level post","No"
2012,0.2,NA,"No - still considering it",25,5,FALSE,"I lurk but never registered an account",NA
2012,0.02,100,"No - still considering it",NA,60,TRUE,"I've posted a comment but never a top-level post","Yes, all of it"
2012,0.02,NA,"No - still considering it",75,NA,TRUE,"I've registered an account but never posted","No"
2012,0.03,0,"No - and do not want to sign up for cryonics",NA,0,FALSE,"I lurk but never registered an account","No"
2012,0.3,48,"No - still considering it",50,20,FALSE,"I've posted a comment but never a top-level post","Yes, all of it"
2012,0.05,0,"No - still considering it",25,30,FALSE,"I've registered an account but never posted","Started it but haven't finished"
2012,0.05,0,"No - still considering it",NA,15,FALSE,"I've registered an account but never posted","Yes, all of it"
2012,0.6,0,"No - still considering it",25,30,FALSE,"I lurk but never registered an account","Yes, all of it"
2012,0.4,0,"No - would like to sign up but unavailable in my area",25,180,FALSE,"I lurk but never registered an account","Yes, all of it"
2012,0.05,7,"No - would like to sign up but unavailable in my area",NA,15,FALSE,"I've posted a comment but never a top-level post","Yes, all of it"
2012,0,0,"No - and do not want to sign up for cryonics",75,15,FALSE,"I've registered an account but never posted","Yes, all of it"
2012,1e-09,0,"No - still considering it",25,10,FALSE,"I lurk but never registered an account","Started it but haven't finished"
2012,0.03,0,"No - and do not want to sign up for cryonics",75,NA,FALSE,"I lurk but never registered an account","Yes, all of it"
2012,0.05,700,"No - still considering it",NA,60,FALSE,"I've posted in Discussion but not Main","Yes, all of it"
2012,0.95,25,"No - would like to sign up but haven't gotten around to it",75,10,FALSE,"I've posted a comment but never a top-level post","Yes, all of it"
2012,0.02,350,"No - still considering it",75,30,TRUE,"I've posted a comment but never a top-level post","Yes, all of it"
2012,0.02,0,"No - and do not want to sign up for cryonics",25,10,FALSE,"I lurk but never registered an account","Yes, all of it"
2012,1e-07,43,"No - still considering it",NA,20,TRUE,"I've posted a comment but never a top-level post","Yes, all of it"
2012,0,0,"No - and do not want to sign up for cryonics",NA,1,FALSE,"I lurk but never registered an account","Started it but haven't finished"
2012,0.15,14,"No - still considering it",25,20,FALSE,"I've posted a comment but never a top-level post","Yes, all of it"
2012,0.95,0,"No - and do not want to sign up for cryonics",NA,15,FALSE,"I lurk but never registered an account","No"
2012,1e-04,0,"No - still considering it",25,5,FALSE,"I lurk but never registered an account",NA
2012,0.93,13,"No - still considering it",NA,10,TRUE,"I've posted a comment but never a top-level post","Yes, all of it"
2012,0.05,2,"No - would like to sign up but unavailable in my area",25,30,FALSE,"I've posted a comment but never a top-level post","Started it but haven't finished"
2012,0.01,30,"Never thought about it / don't understand",50,5,TRUE,"I've posted a comment but never a top-level post","Yes, all of it"
2012,0,0,"No - and do not want to sign up for cryonics",NA,15,FALSE,"I lurk but never registered an account",NA
2012,0.5,0,"No - still considering it",NA,5,FALSE,"I lurk but never registered an account","Yes, all of it"
2012,0,0,"Never thought about it / don't understand",25,15,FALSE,"I've registered an account but never posted","Started it but haven't finished"
2012,0.05,0,"Never thought about it / don't understand",NA,1,FALSE,"I lurk but never registered an account","No"
2012,0.02,0,"No - would like to sign up but haven't gotten around to it",50,20,FALSE,"I've registered an account but never posted","Yes, all of it"
2012,0.02,0,"No - still considering it",50,5,FALSE,"I lurk but never registered an account","Yes, all of it"
2012,0.25,0,"No - still considering it",NA,10,FALSE,"I lurk but never registered an account","Yes, all of it"
